index,smiles,is_valid,status
11,CCc1cccc2c(c1)N1c3cc45ccc6ccc7c8ccc2c3cccc2ccc3n9c%10c%11ccc9c(cccc9cc(c%12ccccc(ccc%13cc%14nc8(c(nc%13cc8ccc8C2%11C)c%141)c9%123)c4)N75)c%10B6,False,Molécula 11 [INVÁLIDA - Error de valencia/kekulización]
12,cccc1ccccc(cccc(cc)ccc2c3ccccccccc2c(c)c3)O1,False,Molécula 12 [INVÁLIDA - Error de valencia/kekulización]
13,C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C#ccc(c)(C)(cc)=c1(=c(cC)c(c)c)cC1.C=C.C=C.C=C=c(c)c.C=c(C)cc.C=cccccc(=C)C#c(c)-c(c)=cc.CC.CC.CC.CC.cc.cc.cc.cc.cc.cc.cc.cc.cc.cc.cc.cc.cc.cc.cc(C)C.cc(c)C.cc1-cc-1cC.ccC(C)cc.ccCC.ccc.ccc.cccCcc-cccc.cccc.cccc(c)C.cccccc(c)C,False,Molécula 13 [INVÁLIDA - Error de valencia/kekulización]
14,CCC1Cc2ccc3ccc4cc5c2c2c(cc6c7ccc8ccc9ccc%10c%11cc(c8)CC=C(C)C8c%12c%13c%14c8cc(c8cOc(cc(c%11)c%10cc%10(cc%11c3SB%10Cc%11c2c2cc2)C=NCCC8CN46)c2cc%12c2%14)c(c-%13c7)C9)B51,False,Molécula 14 [INVÁLIDA - Error de valencia/kekulización]
15,cc1ccnc2cccc3c1cc2cc(BO)c1cc2ncccc2cc2ccc4cc(O)c5c3cc3cc(c4)c(c2)c3c1c1Oc2cccccc3cc2-n3c15,False,Molécula 15 [INVÁLIDA - Error de valencia/kekulización]
16,O=CB12Nc3c4cc5cc6cc7c8ccc1c5ccc1c5cc9ccc1nc1%10cc%11c%12c%13ccccc(c-9cc9cc%14cc%15cc%16c%15c1cnc(c9)(c%14c(cc1cc2c-%11ccc1C(=O)N6%12)c%13)c%16%10)B5c3c7C48,False,Molécula 16 [INVÁLIDA - Error de valencia/kekulización]
17,C#N.O=C1NC=Cc2cc34cc5cc6c7(c[Se]C=3)ccccc1c1c2c2cc(I)cc-1ccc13ccc(O)c(cccc(c1)c(c2)c5c4S7)N63,False,Molécula 17 [INVÁLIDA - Error de valencia/kekulización]
18,C=cc12ccccc(C)cc3c4cc5(C)ccccc6cc(C)cc7cc8c9ccc(C)c%10cc%11ccc(c%10)B1CN1%10#C%12(C)CCc%13ccccccc(CC)c%14cc%15c%16cc%17c%18ccc%19c1cc(c1ccc(c%20(c(nc%14C)C6Cc6ccc(ccc%15c%14cc%15c%10ccc%14c%10c9c8c(c2)Nc(c%19C)n%10-%15)Nc(ccccccccc6C%12)c%20-c%13%18)Cc(c)c(N)ccc2ccc2N%171)N%11)c(c3c(cc5)c1ccc(C)ccc4c1CC)-c7%16,False,Molécula 18 [INVÁLIDA - Error de valencia/kekulización]
19,F.cccc1cc2c3ccc4cc5cc6cc7cc8c9c%10c%11nc(ncn3-%11)-c3c(nc61)-c1c(cc-9c1ccc7c1cc3c%10c412)C58=O,False,Molécula 19 [INVÁLIDA - Error de valencia/kekulización]
20,CC.cc1c2c3cc4cccc56cc7ccc89nc%10c%11cc%12%13cc%14c%15cc7c7cc%16cc7c7c(-c%17c%18(CC)cc%19cccc%20c%21c%22c%23cc%24c(O)c%25cc(cccc%26cc%27ccc(cc%28c-%21c(cc4c%20%22)CCN%15c4c2c2(c(cN1)cc(cc(ccc(cc%28c82)N%11)c%23%18)nc1c(C%16%10)c%26c4-%24cc%25-c3c(C#N)c%271)-n5-%19-9c%14%12)C%17)N=C6CCC%13)c1cccc(c1)O7,False,Molécula 20 [INVÁLIDA - Error de valencia/kekulización]
21,C=Cc1cc(cccF)cccccccc2cc(c1)c(cccc1ccncn1)C(=O)N2,False,Molécula 21 [INVÁLIDA - Error de valencia/kekulización]
22,CC(=N)c1ccc2c(C#N)c3cc4c5ccc6cc7cccc8c9c%10c%11ccc(c5c(C#N)cc5c(C#N)ccc(ccc-3cc(c%118)-c(c1N52C6=O)c1ccc9c1)CC4)N7%10,False,Molécula 22 [INVÁLIDA - Error de valencia/kekulización]
23,CC1CN2C1C(C)c1cc3cc1c1cccc4cccc(c1)[SiH]3Oc1c3OCC2c2c(c5c(C)ccc1c3-5)C41CC(=O)c3cn1c2n3,False,Molécula 23 [INVÁLIDA - Error de valencia/kekulización]
24,C.cc1cc23c4cc5c6c7cc8cccc9c%10cccc2c2c%11c%12c%13c%14cc%15c%16cc%14c%14c%17c%18c%19cc%20cc9c9ccc%21c7cc(ccc7cc%22c(ccccc(c(P)c(c17)c56)C(CC)CNC(C1Cc4cc4c1c15c%14c(c%12ccc6cc%20-6)c%19c2(nc2c4ccc1(C)c(cC5(C)C)c2ccc%21%11B%22%16)c%15%18)B89%13)S%17)(c%10)C3,False,Molécula 24 [INVÁLIDA - Error de valencia/kekulización]
25,C=CS(=O)O.c-c1=c2-c=c3-c4=Cc=c5-c=c-c(=c-c=c-4)-n4-c6=cC=c-c(=c-c7=c(-c=c(C#N)-c-38-c=c-c-4=c3-c=c-c=c-3-c=c-c=c-5[Se]8)N=C7Cc3=c-c(=Cc=c-3)-c=c-c=C(O1)c(C)=C2O)C6,False,Molécula 25 [INVÁLIDA - Error de valencia/kekulización]
26,CCCCBc1ccc2cccc3c4c5c6cc7c8cc9cc%10c%11c%12cc%13c-%11c(cc1)c1ccc%11c%14cc%15ccc%16c%17cc%18c%19cc%20c%21ccc(ccc%22c5c(c7ccccc%22c%164ccccc4c(CC)cc4cc-%20)c4cc(cc(c%11%10)c-%14(C)c(c4c%12)(c%21%19)C3(C)N8)c(c%13C)c2c1%17)(c%18c6)B%159,False,Molécula 26 [INVÁLIDA - Error de valencia/kekulización]
27,CC#N.c1ccc2cc3cccc4ccc5c6c7c8cccc9ccc(c%10c%11ccccc%12c%13n-%11cc%11c%14cc%15c8ccc8c(c%16c(ccc8n%12c(cc-%14c(ccc8cc%15c8%16)cn9%13)c3%11)cc(c1)N42)n-%107)-n56,False,Molécula 27 [INVÁLIDA - Error de valencia/kekulización]
28,CC12Cc34Cc3c3cc5c6cc1cc3cccc1C3C(=O)C7(c8cc38)c3ccc(F)(cc62)cc3c2cc(c7cccc1O4)c52,False,Molécula 28 [INVÁLIDA - Error de valencia/kekulización]
29,O=C1=Nc2cc3c1c14ccc2c(cc-1ccc1cccccc-1cS)c1ccccc4cccc-3cc1,False,Molécula 29 [INVÁLIDA - Error de valencia/kekulización]
30,CCC1=C2C=C3C4=C5C=CC6=C7C=CC=C8C(C)=CC9=C%10C%11=CC=C8N8C3=C3C%12=CC%13(C=C%14C(F)=C2C2=CC(=C%15C(=C%13)N%13C%16=C%17C=CC=CC=C%16C=C(C=C1C#N)B%17C1=CC(=CC=C2%12)C%14=C1C%15%13)OC8C1(CC%11=C9c2cc7cc1c2%10)C6=C4)C53,True,Molécula 30 [VÁLIDA]: CCC1=C2C=C3C4=C5C=CC6=C7C=CC=C8C(C)=CC9=C%10C%11=CC=C8N8C3=C3C%12=CC%13(C=C%14C(F)=C2C2=CC(=C%15C(=C%13)N%13C%16=C%17C=CC=CC=C%16C=C(C=C1C#N)B%17C1=CC(=CC=C2%12)C%14=C1C%15%13)OC8C1(CC%11=C9c2cc7cc1c2%10)C6=C4)C53
31,N#Cc1c2ccc3c4ccc5c6c7ccc8c7nc7ccc9cc%10cc%11ccccc(c%12cc(cccc(cc7c%126)B32O8)c2c(cc3c(c(c1B42)C5)c1c2c4cc2n1c34)O%10)-n9-%11,False,Molécula 31 [INVÁLIDA - Error de valencia/kekulización]
32,O=C1Nc2cc3cc4c5ccc6cc7c8cc9c7n7c%10ccc8ccccc(c6c%10c2=CC12C=CC=Cc1cccc(cccc4c1C1=C2C1)c(c5)C=3)c97,True,Molécula 32 [VÁLIDA]: O=C1Nc2cc3cc4c5ccc6cc7c8cc9c7n7c%10ccc8ccccc(c6c%10c2=CC12C=CC=Cc1cccc(cccc4c1C1=C2C1)c(c5)C=3)c97
33,ccc1cccc2ccccc(cc3c(ccc(c)O)C(C)#NC(C4=OC4C)C#C3)OC2=N1,False,Molécula 33 [INVÁLIDA - Error de valencia/kekulización]
34,N#Ccc1cc(C#N)ccccc2cc3ccc(c4c5ccn-4cn4c6ccccccccc6c54)c2=NC3=N1,False,Molécula 34 [INVÁLIDA - Error de valencia/kekulización]
35,C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C#ccC.C=Cc123c(c)cc45c=cc6789(cC)ccC#p%10(c)c(c)cc%11c%12%13c(b-c(C)(=c(C)cCC)c-%12(c)(c-cc)ccC(=C)CCCC)-c%12c(C)-c%14%15%16%17(C)(c(c(C)(cC)C#%12)c-%14%12%18(c)c-c-%12(C)(cc(C)c(=C)c)cc(=C)n%15-%10C(c-%16c)c(c(C)c(cC(cc6)Cc-1(c)(C)c7)c1ccC6=c7(c)oc(cc(C)c1%17-8(C)C)(-c(c)(C)#c-%13(c)(c)(ccC)(CC)c4#2)-c3(cC)(c%18)(c-7c6CC)C(cc-c(c)cC)#n9c)-cc-c(c)c(C)cC%11)-c5cC.C=Ccc.C=cc.CC.cc.cc.cc.cc.cc.cc(c)C.ccCCC.ccc.cccCC.cccc.cn,False,Molécula 35 [INVÁLIDA - Error de valencia/kekulización]
36,C.Cc1c2c3c4ccc3ccccc3c5cc6c78c9c-4c(c(cnc9n1ccn2-7)cc(c3-6)N5)C8#N,False,Molécula 36 [INVÁLIDA - Error de valencia/kekulización]
37,O=[SH]c1cc2cc3cc4c5c6cccc7cc6-n68cc9cc%10c%11nc%12nc%10%13c6cc(cc5c7c1c8cc%12%11)c2c(c9S%13)B34O,False,Molécula 37 [INVÁLIDA - Error de valencia/kekulización]
38,Cc1cc2ccc3c4cc1-n(c1cccccccc1)c1n3c3ccc5cc6nc7nc3(ncccc3cccc6c3N57)-n35c(cc2-1)cc-3n1cc5c41,False,Molécula 38 [INVÁLIDA - Error de valencia/kekulización]
39,CC1=CC23C4=C5C=C6C=C7C=C(C=C65)c5c6c8cc9c5=C5C%10=C%11C(=C%12C%10=C%10C2=C2N%10C1=CC1=CC3C%12=C3C=CC%11%10C(C%11=CC=C%11)=CC(=O)C%11(C=CC=CC(=CC%12=C5[PH](=O)C(=C1)C1=CC5=C(C1=C48)C(CCO%12)C(CCCC3C52C)CC7C)C=C%11)C=C6%10)C=9,True,Molécula 39 [VÁLIDA]: CC1=CC23C4=C5C=C6C=C7C=C(C=C65)c5c6c8cc9c5=C5C%10=C%11C(=C%12C%10=C%10C2=C2N%10C1=CC1=CC3C%12=C3C=CC%11%10C(C%11=CC=C%11)=CC(=O)C%11(C=CC=CC(=CC%12=C5[PH](=O)C(=C1)C1=CC5=C(C1=C48)C(CCO%12)C(CCCC3C52C)CC7C)C=C%11)C=C6%10)C=9
40,O.nC1=c-c2=CC=c-c(=Cc3=C4c=Cc5=C6c7=Cc(=c-c=c8C=nC4=c-8-c(=cC=c-7)-c-2=c-5)N36)N(C2=c-c=Cc=c2)C1=O,False,Molécula 40 [INVÁLIDA - Error de valencia/kekulización]
41,C=C(C)c1=c2-c=c-c=c-c=c-c(C(C)=O)=c-c=c-c=c(S)-c3=c-c4=c-c=c-c=c-c=c-c-4=c-n-1-c(=n-2)-n=c-c=c1-c=c-c=c(C)-c=c-1-c=c-c=c-c(-cccccc)=c-3,False,Molécula 41 [INVÁLIDA - Error de valencia/kekulización]
42,ccc1cc2cc3cc4c5c6c7ccc8c9cc%10c%11c%12ccc%13cc%14c%15cc%16cccc%17cc%18c(c%19c%20cccc(c%20)-c2c2%20c%15n(c(c4c%16)c%18c%19c%13c4c(cc%13c(CC)cc%13-6)N(C2)C%12c2c(C)ccc6c%12c%13c2c2cc%15c%10cc(c(c3N=C(CC7)OCCc2(c%20c1)C%13)C(=O)N6)c%15c(c%17%14)c(c%11-%12)c1(cc)c2c(ccccc4c2c2cc2C)N1)C5CC8C)C9C,False,Molécula 42 [INVÁLIDA - Error de valencia/kekulización]
43,Oc1ccc2cc3-c4ccccc5Ncc(c1c5cc4)N1c3c13cc14cc3-c3ccc5cc(cc-1cc(O)c2c4c3)c5,False,Molécula 43 [INVÁLIDA - Error de valencia/kekulización]
44,C=CCc1cc23cc4nc5c6ccccccccc2cc(cc4c5c2ccc-2ccc2nc4c(c)c6nc5cn2c4nc15)S3,False,Molécula 44 [INVÁLIDA - Error de valencia/kekulización]
45,Cc1cccc2cnc3c(cc1)c1cccccccccc4cc5c6nc7cc8ccc9c(C)ccc(c%10cc%11cc%12c(cc(cc23)O1)cc(nc-%116)-c(n7)n-%12c9n-%108)N45,False,Molécula 45 [INVÁLIDA - Error de valencia/kekulización]
46,cnc1ccc(cc2cc3cc4ccccc4c23)c2cc3cc4c1ccc1c(c5c3c2[SeH]45)c2cccc3cccc2n1-3,False,Molécula 46 [INVÁLIDA - Error de valencia/kekulización]
47,C=OS.I.ccc1cccccc2c3ccccc4c5cc(cc2n4-3)Bc5cc1,False,Molécula 47 [INVÁLIDA - Error de valencia/kekulización]
48,C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C#C.C=CC#C(C)c(c)(-cc(cc)(Cc(cC)c(C)N)-c(C)c-c(c-ccccccc)-c(C)(C)cC)c(C)(cc)(cc)(cc(c)cCC=CC)-c(C)c(-cc)ccC.CC.CC.CC.CC.CC.CC.CC.CCC.CCC.CCC.CCC(C)(C)CC.CccC.cc.cc.cc.cc(C)C.cc-cc(c)-c(cCC)CC.ccC.ccC.ccC.ccCCccc.ccc(c)cCc1(cc)c-ccc1.cccC.cccC.cccC,False,Molécula 48 [INVÁLIDA - Error de valencia/kekulización]
49,CCCC(C)c1cc2Oc3cc(CC(C)CC)nc4c5cc4c(C)c(c3)Nc3c4c(cc1C#N)-c1c6cccc7cc8ccc9cccc%10-c%11cc%10ccc3cccc3cc(cccc8n9)c(c13)C51CC1C74C(C)(C)c(cc6)c2%11,False,Molécula 49 [INVÁLIDA - Error de valencia/kekulización]
50,cc1ccc2c3c4ccc5cc6c7cc8c9(cc%10c%11ccc%12cc%13c%14c(ccc%13cc(c%13c%15c%16c%17ccc(C#N)ccc%18cc%19c(ccc%17c%17(c43)c2c23cc(C)c-%17c4cc(c(c%12-8)C%19B2c4%13c3)OC%16)Oc%15(C)c(c9)N5%10c%11c%18)O%14)C17)N6,False,Molécula 50 [INVÁLIDA - Error de valencia/kekulización]
51,Cc1cc2cc3ccc4cc5ccc(F)cc(c(cc6cc7c8nccc9cc(C)c(c1C1%10C(=CC1=C7NC=3)N=C9%10)c6c8CC#N)C=4)c52.O,True,Molécula 51 [VÁLIDA]: Cc1cc2cc3ccc4cc5ccc(F)cc(c(cc6cc7c8nccc9cc(C)c(c1C1%10C(=CC1=C7NC=3)N=C9%10)c6c8CC#N)C=4)c52.O
52,N#Cccc1=c(F)c2N1C(=O)c2(ccccccc1cc1I)cc1cc(NccF)cc(I)c(O)c1.O,False,Molécula 52 [INVÁLIDA - Error de valencia/kekulización]
53,C.O=C1Oc2ccc3cc4c5ccc6c1c1c7c(c3)c4c3c4cc8cc9cccc%10c%11c%12c%13c%14n%15c%16cc(ccc%17c-%15ccc(c%15cc%18cc%19ccc(c(c(c%16)(c(c2)N6%11)N%175)O8)c7c3CCC%18(N%15%12)O%191%13)N9%10)n%14-4,False,Molécula 53 [INVÁLIDA - Error de valencia/kekulización]
54,N#Cc1ccc2cc3cc(C#N)c4c5c6c7cncc8cccccc(c9ccc%10c-4c4ccccccc8N8CCCC%11Cc(c3ccc6c(c(cOC%10)(c7)S4)C%11)c3c4c3cc(c1)B29C48)O5,False,Molécula 54 [INVÁLIDA - Error de valencia/kekulización]
55,O=C1c2c3ccccc4cc5c6n7cncnc8c(ccc9c-6c6c(nc87)B97c8ccccc79c7c%10cc8c(ccc2c%10c1cc6c47)O9)c3-5,False,Molécula 55 [INVÁLIDA - Error de valencia/kekulización]
56,C1CC1.C=c1c2cccc3cc1c1cc4cc(CCC#N)ccc(C=O)c(ccc5cccccc(C=O)cc51)cc3c4cc2,True,Molécula 56 [VÁLIDA]: C1CC1.C=c1c2cccc3cc1c1cc4cc(CCC#N)ccc(C=O)c(ccc5cccccc(C=O)cc51)cc3c4cc2
57,CC12C3CN4c5cc6Oc7cccc8cc9cc1c1cc%10cccc%11cccc%12cc%13c(ccccc%10c(nc8cc8c(cc64c9)c(n)c4cc(c2c54)c78)c%13cc(O1)c(cc1-ccc(=O)c2cc3cc(c1)n2)O%12)S%11(=O)=O,False,Molécula 57 [INVÁLIDA - Error de valencia/kekulización]
58,CCc1ccc(C#N)cc2Nc3c4cc56Cc7cc8c9Cc%10%11cccc(C#N)c(-c75)n5-c7ccc%12ccccc5c5c%13nc%14ccc(ncc%15nc%16nc7c(ccc8c(ccc6)c2cc%10cc1)c%16cc%11c9%15)-n5c(cc%12)n-4c%13c(C)c3%14,False,Molécula 58 [INVÁLIDA - Error de valencia/kekulización]
59,CCCc12ccc3c4c5cc6c7cc8cc9c%10c%11cccc%12cc%13cc%14(nc8cc8c7c(c4c4c-5ccn3c4c%10n6C)c3cccc(cnc%14c4nccc1c4ccc1c4c%12cc%11cc(c1S9)n3-4)S8)c%132,False,Molécula 59 [INVÁLIDA - Error de valencia/kekulización]
60,O=C=O.ccB1c2ccc34cc5c6c7cccc8cccc9ccc%10cc(c)cc5n3C(N9)(c3cccc8cc%10cc6ccc3ccc4n2)C17,False,Molécula 60 [INVÁLIDA - Error de valencia/kekulización]
61,C=C12CC3c4c5cccc6cccccc4(c4ccc7c8c1c1cc9ccc(cc1c(ccc1cccccc%10cc(cc(cc(c6)C%10)S1)C5=O)C4)-c1cc(C=O)c(c1C(I)=C8O7)C9)C32C,False,Molécula 61 [INVÁLIDA - Error de valencia/kekulización]
62,N=c1n2c3nc4nc(cccc5cccc5)c2nc12cc1cc56cc(c5)c(cccc3-c4cc1O6)C#N#2,False,Molécula 62 [INVÁLIDA - Error de valencia/kekulización]
63,C#N.CCc12ccc34cc56cc(C#N)ccc7-c3ncc(c5)c3c7c5c7c8cc9cc(=O)c%10ccc%11c%12cc(c(C)cc%10c3n5cc3cc5cc%10%13Cc%12cc%10n%10-c1cccccc8(ccc1nc%10c8cc-5c7(C6=O)c2c1c1c(-c3%13)n81)O4)N9%11,False,Molécula 63 [INVÁLIDA - Error de valencia/kekulización]
64,Cc12c3c4cccc5n6n5-3c3cc5c(C#N)c7cc8cc(S)cc9cc1c(c4)c1c4c%10cc%11c%12cc%13c%14cc(C=O)(cccc%15nc%16c(c%15C#N)c7-c7c%15c%14c%14c%17cc-6%18c4C%18=Cc(c4cc(ccc%124)-n7%13-%11)c2c(c5c9-c(ccc%173)c8%16)c%14c%151)O%10,False,Molécula 64 [INVÁLIDA - Error de valencia/kekulización]
65,N#C1=n23c4cnc5c6cc7ccc(cccc1c(ccc1ccccc6-1)n(c2cccc1cc(cc-1)=N7)B4)C53CCO,False,Molécula 65 [INVÁLIDA - Error de valencia/kekulización]
66,Cc1cc2cc3cc45c6c7c8ccc9cc(C)c%10cc%11cc%12c1cc4c1cc2c(ccc%10c7c(cc5cc8N%12)C%11(N#CCC6)c2cccc2-9)c31,False,Molécula 66 [INVÁLIDA - Error de valencia/kekulización]
67,CC(C)C.CN12c3cccc1c1ccc4cccc5cc6ccc7c8cnc9c8cc8ccccccc2cc(c2ccc(cc3)B4c(c2)cc2c8ncc(cc6c12)-n9c(n)S5)S7,False,Molécula 67 [INVÁLIDA - Error de valencia/kekulización]
68,CC1B2c3cc4cc5c6cc7cc8cccc9c%10cc%11cc%12cc%13cccnccc(c(cc%134)cc24cc2cc1cc(ccc3O2)(c1cc2c(c%12cc1c52)N7%106=CCC4)S%11(=O)=O)n8-9,False,Molécula 68 [INVÁLIDA - Error de valencia/kekulización]
69,CCCC1C(=O)CC(C)CCCN2CC=C3CCCN4c5cccc4c(CCCC#N)c4c6ccc7cc8c9(C#N)c%10cccc%11c2c2cc%12ccc%13cc%14cc%15c%16cc%17ccc%18c%19c%20c2c2c%16C%18(CCCCN%19=c(cccccccc%13n(cc(c5)N65CCC%17C3(C)CC%205)c%12-%10)cc%15c%11c2c4cc%14C7)CC19C8,False,Molécula 69 [INVÁLIDA - Error de valencia/kekulización]
70,cC1=CC2=CC=CC=CC=c-c=C3C4=CC5=C6C=CC7=CC=C(c=C4N4C(=C4C(C4=cC=C4)=C13)C=C(C=N7)S5)N26,False,Molécula 70 [INVÁLIDA - Error de valencia/kekulización]
71,CCC.cc1ccccc(c2cc3ccc45cc6c7cc8c9ccc%10c(c(C)cccc%11cc%12cc%13cc%14ccc6cc(C)cc%12c6cccccc(c%12cc4c4c3ccccc-8c(c%12)(O6)B%1174C5O%13)CC9(C)CN%14%10)CC2)ccc1,False,Molécula 71 [INVÁLIDA - Error de valencia/kekulización]
72,Bc1ccccc23ccc4c5cc(c5)cc(c1)n1-c5cnc6cccc1c1N2c2ccc7cc5cc(cc(C#N)c(O)cccc7n1-c26)c43,False,Molécula 72 [INVÁLIDA - Error de valencia/kekulización]
73,ccc1c2c3c4cc(C)c5c6cccc7cccc8c9cc%10cc%11cc%12cc%13nc%14cc%15cc%16c%17c%18c%19c%20cccc%21cc(cccc-4nc9c4nc9%22cc(ccccc%132)c(c(cccc(CCF)cccc4c2c(cc(c-%18)-n(ccc7c4nc-%20nc4ccc9c%14)c%11c%12%16)C%192%17)ccc(c%15)c(c6)(c%10C3=C1)N5)c%21%22)CC8,False,Molécula 73 [INVÁLIDA - Error de valencia/kekulización]
74,C#N.C#N.C=C(C)c1cc2cc34cccc5ccc6cc7(cc3)c3cc(ccc8ccccc9c%10c-8cc8c%11cccc%12cc(cccc-%10cc%10cc%13ccc1Cc(c(c%10-c(c%13)cc9ccc5N37C)CC6)n-%11c%12)N84)B2,False,Molécula 74 [INVÁLIDA - Error de valencia/kekulización]
75,Cc1ccc2cc3c4ccc5c6cc7c8cc9c%10cc%11nc%12%13cc1(ccc4cc(c8)n-%12c1c4cCCc8cc(c(cc71)N17c%12ccc(c%14ccc%10cc(cc1(n2)c8-6)c%147)c(cc%12)c%119)C3c4%13)C5=O,False,Molécula 75 [INVÁLIDA - Error de valencia/kekulización]
76,CB1c2c3[IH]c4ccc5Oc6cc5ccc(C#N)ccc2c1c1cc2c5-c7cc8ccc3c(c(c7)cc(c6)(c1)[Se]c58)c2c4,False,Molécula 76 [INVÁLIDA - Error de valencia/kekulización]
77,CF.Nc1ccccc2cc3ccc4c5ncccc6c7c8ccc-c9cnc%10c(c9)nc9nc-8cc(cc8c%10cc%10c(c(c1)N(=O)OC7=C3%10)OC2(C8)C95C6)S4,False,Molécula 77 [INVÁLIDA - Error de valencia/kekulización]
